MtR,AttC,TimeElapsed,AttNC,EpisodesSoFar,TimestepsSoFar,meankl,optimgain,entloss,TtR,Fce,surrgain,entropy
26.102462787322644,6.902439024390244,101.61953234672546,3.097560975609756,41,9792,0.0014861611,4.7050933e-05,0.0,448.2926829268293,0.18276317859952793,4.7050933e-05,1.4219198
23.052538204480353,7.6875,197.49238085746765,2.3125,89,19861,0.0006105472,0.00025372987,0.0,393.75,0.17045986282876666,0.00025372987,1.4338241
24.78555739186253,7.208333333333333,296.44790625572205,2.7916666666666665,137,29970,0.0062381327,0.0007412103,0.0,420.4166666666667,0.18133090169292362,0.0007412103,1.4338266
26.603856083334875,7.630434782608695,393.31425642967224,2.369565217391304,183,39837,0.002239733,0.0010108673,0.0,443.9130434782609,0.19633486329053185,0.0010108673,1.4288468
27.949726431263215,6.96078431372549,491.01881885528564,3.0392156862745097,234,49881,0.0027775867,0.0018118668,0.0,473.72549019607845,0.22160255078189442,0.0018118668,1.4222422
30.49362156079205,6.46,589.3764691352844,3.54,284,59988,0.0019107709,0.00152331,0.0,515.2,0.24012201382424764,0.00152331,1.4084041
29.969947315548005,6.285714285714286,690.8170895576477,3.7142857142857144,333,69756,0.0013988575,0.00093589415,0.0,502.0408163265306,0.2247210074884959,0.00093589415,1.3862872
28.459355073775896,6.666666666666667,785.9300708770752,3.3333333333333335,378,79993,0.0035355457,0.0012342065,0.0,479.55555555555554,0.20180544139021975,0.0012342065,1.4249822
29.923769854863817,5.348837209302325,883.4717826843262,4.651162790697675,421,89901,0.005384817,0.0014533825,0.0,506.27906976744185,0.21011462466542022,0.0014533825,1.4446579
24.90877886087186,6.0,982.5162446498871,4.0,463,99989,0.009042224,0.0023039535,0.0,426.9047619047619,0.173614074652326,0.0023039535,1.4517044
21.015694115161036,6.439024390243903,1077.5959253311157,3.5609756097560976,504,109761,0.009769102,0.0034271448,0.0,367.5609756097561,0.150411149825784,0.0034271448,1.4498264
17.69003811281783,5.857142857142857,1176.805027961731,4.142857142857143,546,119773,0.0075126416,0.0022436925,0.0,309.2857142857143,0.1283809523809524,0.0022436925,1.4425819
16.27629463474279,5.55,1274.723816394806,4.45,586,129773,0.001974188,0.0013861126,0.0,285.5,0.11420000000000004,0.0013861126,1.4161378
13.2763598336238,4.7,1367.700712442398,5.3,626,139773,0.005296986,0.0007693924,0.0,232.75,0.09310000000000006,0.0007693924,1.3890948
12.699708158947574,4.375,1467.7712361812592,5.625,666,149773,0.0045317425,0.00023223725,0.0,222.25,0.08890000000000006,0.00023223725,1.3493766
11.035356340793841,4.15,1563.1602561473846,5.85,706,159773,0.005201892,0.00034267685,0.0,196.0,0.07840000000000004,0.00034267685,1.281437
11.112539219767598,3.8,1663.0551574230194,6.2,746,169773,0.0065542446,0.00017977081,0.0,190.5,0.07620000000000005,0.00017977081,1.3302038
12.459122096294745,4.375,1764.6696546077728,5.625,786,179773,0.0077532204,0.00026798615,0.0,219.0,0.08760000000000005,0.00026798615,1.3894829
12.90873082624133,4.325,1865.2162795066833,5.675,826,189773,0.008256569,0.00033585448,0.0,226.5,0.09060000000000006,0.00033585448,1.4692279
